Task Order	JobNo	Emp No.	Trans Date	Hours
Delta	00013005300	600451	10/31/2018	101.5
Delta	00013005300	600451	1/15/2019	20
Delta	00013005300	600451	10/15/2018	19
Delta	00013005300	600958	10/31/2018	11.5
Delta	00013005300	601745	12/31/2018	10
Delta	00013005300	601885	12/31/2018	9.5
Delta	00013005300	601885	1/15/2019	4
Delta	00013005300	502317	12/31/2018	4
Delta	00013005300	502317	12/31/2018	6
Delta	00013005300	502317	9/30/2018	2
Delta	00013005300	502317	9/30/2018	3
Delta	00013005300	502317	9/30/2018	9
Delta	00013005300	502317	9/30/2018	10
Delta	00013005300	502317	10/15/2018	1
Delta	00013005300	502317	10/15/2018	4
Delta	00013005300	502317	10/15/2018	10
Delta	00013005300	502317	10/31/2018	-10
Delta	00013005300	502317	10/31/2018	10
Delta	00013005300	502317	10/31/2018	9
Delta	00013005300	502317	10/31/2018	-9
Delta	00013005300	502317	10/31/2018	5
Delta	00013005300	502317	11/15/2018	2
Delta	00013005300	502317	11/15/2018	5
Delta	00013005300	502317	11/30/2018	3
Delta	00013005300	502317	11/30/2018	6
Delta	00013005300	502317	12/15/2018	6
Delta	00013005300	505564	9/30/2018	8
Delta	00013005300	505564	12/31/2018	13
Delta	00013005300	505564	9/30/2018	8
Delta	00013005300	505564	9/30/2018	66.5
Delta	00013005300	505564	10/15/2018	4
Delta	00013005300	505564	10/15/2018	17.75
Delta	00013005300	505564	10/15/2018	47
Delta	00013005300	505564	10/31/2018	19.25
Delta	00013005300	505564	10/31/2018	29
Delta	00013005300	505564	11/15/2018	16
Delta	00013005300	505564	11/15/2018	30.75
Delta	00013005300	505564	11/30/2018	7
Delta	00013005300	505564	11/30/2018	15.5
Delta	00013005300	505564	12/15/2018	22
Delta	00013005300	505564	12/15/2018	23.75
Delta	00013005300	505564	12/31/2018	9
Delta	00013005300	505564	9/30/2018	31.5
Delta	00013005300	524759	9/15/2018	1
Delta	00013005300	524759	10/15/2018	2
Delta	00013005300	524759	10/31/2018	5.5
Delta	00013005300	524759	12/31/2018	6
Delta	00013005300	524759	11/30/2018	4
Delta	00013005300	524759	12/15/2018	1
Delta	00013005300	524759	12/15/2018	9.5
Delta	00013005300	524759	11/15/2018	6
Delta	00013005300	540146	9/15/2018	1
Delta	00013005300	540146	9/30/2018	12
Delta	00013005300	540146	10/15/2018	11.5
Delta	00013005300	540146	12/31/2018	8
Delta	00013005300	540146	11/15/2018	12
Delta	00013005300	540146	11/30/2018	14
Delta	00013005300	540146	12/15/2018	15
Delta	00013005300	540146	10/31/2018	28.5
Delta	00013005300	551594	1/15/2019	5
Delta	00013005300	551594	12/31/2018	11
Delta	00013005300	551594	12/15/2018	20
Delta	00013005300	551594	11/30/2018	24
Delta	00013005300	551594	11/15/2018	21
Delta	00013005300	551594	10/31/2018	-20.5
Delta	00013005300	551594	10/31/2018	20.5
Delta	00013005300	551594	10/15/2018	22
Delta	00013005300	551594	9/30/2018	20.5
Delta	00013005300	551594	9/15/2018	3.5
Delta	00013005300	559026	10/31/2018	24.5
Delta	00013005300	559026	12/15/2018	21.5
Delta	00013005300	559026	11/30/2018	16
Delta	00013005300	559026	11/15/2018	4
Delta	00013005300	559820	11/30/2018	3.75
Delta	00013005300	559820	11/30/2018	1
Delta	00013005300	559820	11/30/2018	0.75
Delta	00013005300	559820	11/15/2018	4
Delta	00013005300	559820	11/15/2018	3
Delta	00013005300	559820	11/15/2018	2
Delta	00013005300	559820	11/15/2018	0.25
Delta	00013005300	559820	12/15/2018	0.5
Delta	00013005300	559820	12/15/2018	2
Delta	00013005300	559820	9/15/2018	1
Delta	00013005300	559820	12/15/2018	2.25
Delta	00013005300	559820	12/31/2018	0.5
Delta	00013005300	560435	12/31/2018	12
Delta	00013005300	560435	12/15/2018	20
Delta	00013005300	560435	11/30/2018	4
Delta	00013005300	560435	11/15/2018	5
Delta	00013005300	560435	10/31/2018	8
Delta	00013005300	566464	12/31/2018	8.5
Delta	00013005300	566464	12/31/2018	11.75
Delta	00013005300	566464	11/30/2018	1.75
Delta	00013005300	566464	12/15/2018	21.75
Delta	00013005300	566464	12/15/2018	17
Delta	00013005300	566464	11/30/2018	3.5
Delta	00013005300	566464	1/15/2019	15.5
Delta	00013005300	566464	1/15/2019	2.75
Delta	00013005300	577283	1/15/2019	1.5
Delta	00013005300	577283	12/31/2018	4
Delta	00013005300	577283	12/15/2018	14
Delta	00013005300	577283	11/30/2018	7
Delta	00013005300	577283	11/15/2018	9
Delta	00013005300	577283	10/31/2018	7
Delta	00013005300	577283	10/15/2018	9.5
Delta	00013005300	579920	10/31/2018	2
Delta	00013005300	579920	12/15/2018	4
Delta	00013005300	579920	12/15/2018	24.5
Delta	00013005300	579920	12/31/2018	1
Delta	00013005300	579920	8/31/2018	4.5
Delta	00013005300	579920	8/31/2018	11.25
Delta	00013005300	579920	9/15/2018	21
Delta	00013005300	579920	9/30/2018	28
Delta	00013005300	579920	10/15/2018	1
Delta	00013005300	579920	10/15/2018	3
Delta	00013005300	579920	10/15/2018	5
Delta	00013005300	579920	10/15/2018	6
Delta	00013005300	579920	10/15/2018	26
Delta	00013005300	579920	10/31/2018	1
Delta	00013005300	579920	11/30/2018	17
Delta	00013005300	579920	11/30/2018	9
Delta	00013005300	579920	11/15/2018	35
Delta	00013005300	579920	11/15/2018	10
Delta	00013005300	579920	11/15/2018	1
Delta	00013005300	579920	10/31/2018	28
Delta	00013005300	579920	10/31/2018	4
Delta	00013005300	579920	12/15/2018	3
Delta	00013005300	581524	11/30/2018	6
Delta	00013005300	581524	11/30/2018	1
Delta	00013005300	581524	11/15/2018	1
Delta	00013005300	581524	11/15/2018	1
Delta	00013005300	581524	10/31/2018	3.5
Delta	00013005300	581524	10/31/2018	3.5
Delta	00013005300	581524	12/15/2018	2
Delta	00013005300	581524	10/15/2018	5
Delta	00013005300	581524	10/15/2018	1
Delta	00013005300	581524	10/15/2018	1
Delta	00013005300	581524	10/31/2018	3
Delta	00013005300	581524	12/31/2018	1
Delta	00013005300	581658	9/15/2018	1
Delta	00013005300	582339	10/15/2018	6.5
Delta	00013005300	582339	10/15/2018	4
Delta	00013005300	582339	10/15/2018	0.5
Delta	00013005300	582339	9/30/2018	1.5
Delta	00013005300	582339	9/30/2018	1
Delta	00013005300	582339	12/31/2018	1
Delta	00013005300	582339	12/15/2018	1.5
Delta	00013005300	582339	12/15/2018	1.25
Delta	00013005300	582339	11/15/2018	5.5
Delta	00013005300	582339	11/15/2018	2.5
Delta	00013005300	582339	10/31/2018	4.5
Delta	00013005300	582339	10/31/2018	2
Delta	00013005300	582339	10/31/2018	3
Delta	00013005300	585452	1/15/2019	30
Delta	00013005300	585452	10/15/2018	48
Delta	00013005300	585452	10/31/2018	-42
Delta	00013005300	585452	10/31/2018	42
Delta	00013005300	585452	9/30/2018	42
Delta	00013005300	585452	11/15/2018	48
Delta	00013005300	585452	11/30/2018	80
Delta	00013005300	585452	12/15/2018	80
Delta	00013005300	585452	12/31/2018	24
Delta	00013005300	585452	10/31/2018	96
Delta	00013005300	586791	10/31/2018	-11.25
Delta	00013005300	586791	10/31/2018	8
Delta	00013005300	586791	10/31/2018	22.5
Delta	00013005300	586791	11/15/2018	18.5
Delta	00013005300	586791	11/30/2018	19.5
Delta	00013005300	586791	12/15/2018	15.5
Delta	00013005300	586791	12/31/2018	8.5
Delta	00013005300	586791	9/15/2018	1
Delta	00013005300	586791	9/30/2018	11.25
Delta	00013005300	586791	10/15/2018	2
Delta	00013005300	586791	10/15/2018	3
Delta	00013005300	586791	10/31/2018	11.25
Delta	00013005300	587502	1/15/2019	1.5
Delta	00013005300	587502	9/15/2018	2.5
Delta	00013005300	587502	9/30/2018	7
Delta	00013005300	587502	10/15/2018	1.5
Delta	00013005300	587502	10/15/2018	5
Delta	00013005300	587502	12/31/2018	2.5
Delta	00013005300	587502	10/31/2018	28.5
Delta	00013005300	587502	11/15/2018	12
Delta	00013005300	587502	11/30/2018	16.25
Delta	00013005300	587502	12/15/2018	11.5
Delta	00013005300	587502	10/31/2018	1.5
Delta	00013005300	588509	10/31/2018	2
Delta	00013005300	588509	10/31/2018	5.5
Delta	00013005300	588509	10/31/2018	1
Delta	00013005300	588509	10/15/2018	54.25
Delta	00013005300	588509	9/30/2018	28
Delta	00013005300	588509	9/30/2018	21
Delta	00013005300	588509	9/30/2018	2
Delta	00013005300	588509	9/30/2018	1.25
Delta	00013005300	588509	9/15/2018	1.5
Delta	00013005300	590146	1/15/2019	4
Delta	00013005300	592288	11/30/2018	5
Delta	00013005300	592288	11/15/2018	1
Delta	00013005300	592288	11/15/2018	0.5
Delta	00013005300	592288	10/31/2018	3
Delta	00013005300	592288	12/15/2018	6
Delta	00013005300	592288	9/30/2018	0.5
Delta	00013005300	592288	1/15/2019	2
Delta	00013005300	592288	12/31/2018	3.5
Delta	00013005300	592288	12/15/2018	24
Delta	00013005300	592288	12/15/2018	1
Delta	00013005300	592288	10/31/2018	3
Delta	00013005300	595823	10/31/2018	1.5
Delta	00013005300	595823	10/31/2018	4.5
Delta	00013005300	595823	11/15/2018	0.5
Delta	00013005300	595823	11/15/2018	1
Delta	00013005300	595823	11/15/2018	1
Delta	00013005300	595823	11/15/2018	1.5
Delta	00013005300	595823	11/30/2018	2
Delta	00013005300	595823	11/30/2018	7
Delta	00013005300	595823	1/15/2019	6
Delta	00013005300	595823	12/31/2018	18.5
Delta	00013005300	595823	11/30/2018	9
Delta	00013005300	595823	12/15/2018	18
Delta	00013005300	599683	11/15/2018	3
Delta	00013005300	599683	11/15/2018	10
Delta	00013005300	599683	11/30/2018	3
Delta	00013005300	599683	11/30/2018	3
Delta	00013005300	599683	12/15/2018	6
Delta	00013005300	599683	12/31/2018	18
Delta	00013005300	599683	10/31/2018	2
Delta	00013005300	599683	10/31/2018	4
Delta	00013005300	599683	10/31/2018	13
Delta	00013005300	599683	11/15/2018	2
Delta	00013005300	599683	11/15/2018	2
Delta	00013005300	599683	11/15/2018	2
Delta	00013005300	599961	12/15/2018	2
Delta	00013005300	599961	12/15/2018	-2
Delta	00013005300	599961	12/15/2018	12
Delta	00013005300	599961	12/15/2018	-3
Delta	00013005300	599961	12/15/2018	3
Delta	00013005300	599961	12/15/2018	-1
Delta	00013005300	599961	12/15/2018	1
Delta	00013005300	599961	12/15/2018	-14
Delta	00013005300	599961	12/15/2018	14
Delta	00013005300	599961	12/15/2018	-9
Delta	00013005300	599961	12/15/2018	9
Delta	00013005300	599961	12/15/2018	-10
Delta	00013005300	599961	12/15/2018	10
Delta	00013005300	599961	12/15/2018	-8
Delta	00013005300	599961	12/15/2018	8
Delta	00013005300	599961	12/15/2018	-12
Delta	00013005300	599961	12/15/2018	12
Delta	00013005300	599961	12/15/2018	-8
Delta	00013005300	599961	12/15/2018	8
Delta	00013005300	599961	12/15/2018	1
Delta	00013005300	599961	12/15/2018	8
Delta	00013005300	599961	12/15/2018	11
Delta	00013005300	599961	12/31/2018	4
Delta	00013005300	599961	12/31/2018	8
Delta	00013005300	599961	1/15/2019	10
Delta	00013005300	599961	9/15/2018	2
Delta	00013005300	599961	9/30/2018	2
Delta	00013005300	599961	9/30/2018	25.25
Delta	00013005300	599961	10/15/2018	1
Delta	00013005300	599961	10/15/2018	3
Delta	00013005300	599961	10/15/2018	12
Delta	00013005300	599961	10/31/2018	9
Delta	00013005300	599961	10/31/2018	14
Delta	00013005300	599961	11/15/2018	8
Delta	00013005300	599961	11/15/2018	10
Delta	00013005300	599961	11/30/2018	8
Delta	00013005300	599961	11/30/2018	12
Delta	00013005300	599961	12/15/2018	-2
Delta	00013005300	599961	12/15/2018	2
Delta	00013005300	599961	12/15/2018	-25.25
Delta	00013005300	599961	12/15/2018	25.25
Delta	00013005300	599961	12/15/2018	-12
Delta	00013005300	600219	10/15/2018	3
Delta	00013005300	600219	10/31/2018	17
Delta	00013005300	600219	1/15/2019	2
Delta	00013005300	600219	1/15/2019	1
Delta	00013005300	600219	12/31/2018	13.5
Delta	00013005300	600219	12/15/2018	16.5
Delta	00013005300	600219	11/30/2018	9.75
Delta	00013005300	600219	11/30/2018	1.25
Delta	00013005300	600219	11/30/2018	0.75
Delta	00013005300	600219	11/15/2018	4
Delta	00013005300	600219	11/15/2018	2.5
Delta	00013005300	600219	11/15/2018	1.25
Delta	00013005300	600219	11/15/2018	0.5
Delta	00013005300	600736	11/30/2018	16
Delta	00013005300	600736	12/31/2018	24
Delta	00013005300	600736	12/15/2018	16
Delta	00013005300	600736	12/15/2018	24
Delta	00013005300	600736	12/31/2018	16
Delta	00013005300	600736	11/30/2018	55
Delta	00013005300	600736	10/15/2018	21
Delta	00013005300	600736	10/15/2018	43.25
Delta	00013005300	600736	10/31/2018	40
Delta	00013005300	600736	10/31/2018	56
Delta	00013005300	600736	11/15/2018	14
Delta	00013005300	600736	11/15/2018	57
Delta	00013005300	600939	11/30/2018	2.5
Delta	00013005300	600939	11/15/2018	1.5
Delta	00013005300	600939	12/15/2018	6
Delta	00013005300	601402	11/30/2018	2.5
Delta	00013005300	601402	11/15/2018	18.5
Delta	00013005300	601402	12/31/2018	18.5
Delta	00013005300	601402	12/15/2018	39
Delta	00013005300	601402	11/30/2018	40
Delta	00013005300	601926	12/31/2018	0.75
Delta	00013005300	601926	12/31/2018	11
Delta	00013005300	514131	9/30/2018	3
Delta	00013005300	514131	11/15/2018	1
Delta	00013005300	514131	10/31/2018	4
Delta	00013005300	514131	10/15/2018	3
Delta	00013005300	514131	10/15/2018	2
Delta	00013005300	514131	9/30/2018	3.5
Delta	00013005300	579920	1/15/2019	28.5
Delta	00013005300	579920	1/15/2019	4
Delta	00013005300	591974	10/15/2018	5
Delta	00013005300	591974	10/15/2018	55
Delta	00013005300	591974	10/31/2018	3.5
Delta	00013005300	591974	10/31/2018	62
Delta	00013005300	591974	11/15/2018	76.5
Delta	00013005300	591974	11/30/2018	29.5
Delta	00013005300	591974	12/15/2018	21
Delta	00013005300	591974	12/15/2018	25
Delta	00013005300	591974	12/31/2018	55.5
Delta	00013005300	591974	10/15/2018	4
Delta	00013005300	591974	10/15/2018	2.5
Delta	00013005300	591974	9/30/2018	73
Delta	00013005300	591974	1/15/2019	42
Delta	00013005300	591974	9/15/2018	50
Delta	00013005300	591974	9/15/2018	3.5
Delta	00013005300	591974	8/31/2018	20
Delta	00013005300	591974	8/15/2018	12
Delta	00013005300	591974	9/30/2018	12.5
Delta	00013005300	527970	9/30/2018	22.25
Delta	00013005300	527970	10/15/2018	10
Delta	00013005300	527970	10/31/2018	14
Delta	00013005300	527970	1/15/2019	8
Delta	00013005300	527970	11/30/2018	13.25
Delta	00013005300	527970	12/15/2018	9.5
Delta	00013005300	527970	12/31/2018	3.5
Delta	00013005300	527970	11/15/2018	13
Delta	00024005300	600736	1/15/2019	16
Bravo	00011000000	525785	2/15/2018	1
Bravo	00011000000	525785	2/28/2018	15
Bravo	00011000000	527928	3/31/2018	50.5
Bravo	00011000000	527928	4/30/2018	78
Bravo	00011000000	527928	5/15/2018	52
Bravo	00011000000	527928	5/31/2018	2.25
Bravo	00011000000	527928	5/31/2018	48.25
Bravo	00011000000	527928	6/15/2018	38.75
Bravo	00011000000	527928	6/30/2018	45.25
Bravo	00011000000	527928	7/15/2018	32
Bravo	00011000000	527928	7/31/2018	56
Bravo	00011000000	527928	8/15/2018	47.5
Bravo	00011000000	527928	8/31/2018	41
Bravo	00011000000	527928	9/15/2018	36.5
Bravo	00011000000	527928	9/30/2018	39.5
Bravo	00011000000	527928	10/15/2018	41.75
Bravo	00011000000	527928	10/31/2018	39.5
Bravo	00011000000	527928	10/31/2018	-39.5
Bravo	00011000000	527928	10/31/2018	45
Bravo	00011000000	527928	11/15/2018	40
Bravo	00011000000	527928	11/30/2018	24.5
Bravo	00011000000	527928	12/15/2018	39.75
Bravo	00011000000	527928	12/31/2018	16
Bravo	00011000000	527928	1/15/2019	4
Bravo	00011000000	527928	3/15/2018	47
Bravo	00011000000	527928	1/31/2018	73
Bravo	00011000000	527928	2/28/2018	64
Bravo	00011000000	568626	6/30/2018	2
Bravo	00011000000	568626	7/15/2018	1
Bravo	00011000000	568626	8/31/2018	-1
Bravo	00011000000	590869	2/28/2018	1.25
Bravo	00011000000	524783	6/30/2018	1
Bravo	00011000000	589168	2/15/2018	7
Bravo	00011000000	589168	2/28/2018	0.25
Bravo	00011000000	589352	2/28/2018	7
Bravo	00011000000	589352	3/15/2018	9.5
Bravo	00011000000	589352	3/31/2018	3
Bravo	00011000000	589352	4/15/2018	10
Bravo	00011000000	589352	4/30/2018	11
Bravo	00011000000	589352	5/15/2018	6
Bravo	00011000000	589352	10/15/2018	5
Bravo	00011000000	589352	9/30/2018	3
Bravo	00011000000	589352	9/15/2018	6.5
Bravo	00011000000	589352	8/31/2018	4.5
Bravo	00011000000	589352	8/15/2018	4.5
Bravo	00011000000	589352	5/31/2018	3
Bravo	00011000000	589352	7/15/2018	5
Bravo	00011000000	589352	6/30/2018	8.5
Bravo	00011000000	589352	6/15/2018	6.5
Bravo	00011000000	589352	7/31/2018	9
Bravo	00011000000	592220	3/15/2018	3.25
Bravo	00011000000	592220	3/31/2018	0.5
Bravo	00011000000	594965	5/31/2018	2
Bravo	00011000000	594965	5/15/2018	10
Bravo	00011000000	594965	5/15/2018	1
Bravo	00011000000	594965	3/31/2018	1
Bravo	00011000000	594965	3/15/2018	8
Bravo	00011000000	594965	2/28/2018	2
Bravo	00011000000	594965	2/15/2018	8
Bravo	00011000000	594965	6/15/2018	1
Bravo	00011000000	585271	11/15/2018	7.5
Bravo	00011000000	585271	11/15/2018	32
Bravo	00011000000	585271	10/15/2018	40
Bravo	00011000000	585271	10/15/2018	21.5
Bravo	00011000000	585271	9/30/2018	4
Bravo	00011000000	585271	10/31/2018	30
Bravo	00011000000	585271	11/30/2018	9
Bravo	00011000000	585271	1/15/2019	4
Bravo	00011000000	585271	12/31/2018	22
Bravo	00011000000	585271	12/31/2018	18
Bravo	00011000000	585271	12/15/2018	26
Bravo	00011000000	585271	12/15/2018	9
Bravo	00011000000	585271	11/30/2018	24
Bravo	00011000000	589741	9/30/2018	23
Bravo	00011000000	589741	9/30/2018	12
Bravo	00011000000	590179	9/30/2018	3
Bravo	00011000000	590179	9/30/2018	8
Bravo	00011000000	590179	10/15/2018	1
Bravo	00011000000	590179	10/15/2018	3
Bravo	00011000000	590179	6/30/2018	44.25
Bravo	00011000000	590179	2/28/2018	8
Bravo	00011000000	590179	2/28/2018	29.5
Bravo	00011000000	590179	5/15/2018	20.5
Bravo	00011000000	590179	5/15/2018	22
Bravo	00011000000	590179	5/31/2018	13
Bravo	00011000000	590179	5/31/2018	34.5
Bravo	00011000000	590179	6/15/2018	31.5
Bravo	00011000000	590179	6/15/2018	40.75
Bravo	00011000000	590179	9/15/2018	2.5
Bravo	00011000000	590179	9/15/2018	4.75
Bravo	00011000000	590179	6/30/2018	23.5
Bravo	00011000000	590179	8/31/2018	10
Bravo	00011000000	590179	7/15/2018	29
Bravo	00011000000	590179	7/15/2018	38.25
Bravo	00011000000	590179	7/31/2018	22.5
Bravo	00011000000	590179	7/31/2018	43.25
Bravo	00011000000	590179	8/15/2018	16.5
Bravo	00011000000	590179	8/15/2018	29.5
Bravo	00011000000	590179	8/31/2018	5.5
Bravo	00011000000	590777	2/15/2018	8
Bravo	00011000000	590777	3/31/2018	64
Bravo	00011000000	591253	12/31/2018	2.25
Bravo	00011000000	591253	12/31/2018	16
Bravo	00011000000	591548	12/15/2018	16.5
Bravo	00011000000	591548	11/15/2018	4
Bravo	00011000000	591548	11/15/2018	4
Bravo	00011000000	591548	11/30/2018	5
Bravo	00011000000	591548	11/30/2018	17
Bravo	00011000000	591548	12/31/2018	16.5
Bravo	00011000000	591548	12/15/2018	2
Bravo	00011000000	592981	11/15/2018	1
Bravo	00011000000	593589	3/31/2018	2
Bravo	00011000000	593589	2/15/2018	5.5
Bravo	00011000000	593589	2/28/2018	3.5
Bravo	00011000000	593589	3/15/2018	3.5
Bravo	00011000000	593942	2/28/2018	8
Bravo	00011000000	593942	3/15/2018	2
Bravo	00011000000	593942	3/15/2018	38
Bravo	00011000000	593942	3/31/2018	4
Bravo	00011000000	593942	3/31/2018	16
Bravo	00011000000	593942	3/31/2018	26
Bravo	00011000000	593942	4/15/2018	16
Bravo	00011000000	593942	4/15/2018	24
Bravo	00011000000	593942	4/15/2018	34
Bravo	00011000000	593942	4/30/2018	12
Bravo	00011000000	593942	4/30/2018	32
Bravo	00011000000	593942	5/15/2018	-34
Bravo	00011000000	593942	5/15/2018	3
Bravo	00011000000	593942	5/15/2018	4
Bravo	00011000000	593942	5/15/2018	26
Bravo	00011000000	593942	5/31/2018	26
Bravo	00011000000	593942	5/31/2018	-4
Bravo	00011000000	593942	5/31/2018	4
Bravo	00011000000	593942	5/31/2018	-3
Bravo	00011000000	593942	5/31/2018	-26
Bravo	00011000000	593942	5/31/2018	3
Bravo	00011000000	593942	5/31/2018	8
Bravo	00011000000	593942	5/31/2018	28
Bravo	00011000000	593942	5/31/2018	41
Bravo	00011000000	593942	6/15/2018	13.5
Bravo	00011000000	593942	6/15/2018	27.5
Bravo	00011000000	593942	7/31/2018	13
Bravo	00011000000	593942	7/31/2018	30
Bravo	00011000000	593942	8/15/2018	18
Bravo	00011000000	593942	8/15/2018	20
Bravo	00011000000	593942	8/31/2018	4
Bravo	00011000000	593942	2/15/2018	8
Bravo	00011000000	599661	10/31/2018	80
Bravo	00011000000	599661	11/15/2018	80
Bravo	00011000000	599661	11/30/2018	16
Bravo	00011000000	599661	11/30/2018	55
Bravo	00011000000	599661	12/15/2018	2
Bravo	00011000000	599661	12/15/2018	60
Bravo	00011000000	599661	1/15/2019	48
Bravo	00011000000	599661	1/15/2019	24
Bravo	00011000000	599661	1/15/2019	8
Bravo	00011000000	599661	9/15/2018	4
Bravo	00011000000	599661	9/15/2018	68
Bravo	00011000000	599661	9/30/2018	4
Bravo	00011000000	599661	9/30/2018	76
Bravo	00011000000	599661	10/15/2018	80
Bravo	00011000000	535831	2/28/2018	15
Bravo	00011000000	535831	3/15/2018	1
Bravo	00011000000	535831	12/31/2018	0.5
Bravo	00011000000	535831	12/15/2018	7
