Task Order	JobNo	Emp No.	Trans Date	Hours
Delta	00012000200	587502	11/15/2018	10
Delta	00012000200	587502	11/30/2018	1.75
Delta	00012000200	587502	12/15/2018	1
Delta	00012000200	587502	12/31/2018	2
Delta	00012000200	587502	10/31/2018	15.5
Delta	00012000200	589738	11/15/2018	12.5
Delta	00012000200	589738	11/15/2018	14
Delta	00012000200	589738	11/30/2018	19
Delta	00012000200	589738	11/30/2018	23
Delta	00012000200	589738	12/15/2018	2
Delta	00012000200	589738	12/15/2018	39.5
Delta	00012000200	589738	12/31/2018	5
Delta	00012000200	589738	12/31/2018	33
Delta	00012000200	589738	1/15/2019	9
Delta	00012000200	589738	1/15/2019	35
Delta	00012000200	590804	9/30/2018	72
Delta	00012000200	590804	10/15/2018	34
Delta	00012000200	590804	10/31/2018	52
Delta	00012000200	590804	11/15/2018	46
Delta	00012000200	590804	11/30/2018	18
Delta	00012000200	590804	12/15/2018	36
Delta	00012000200	590804	1/15/2019	29
Delta	00012000200	590804	12/31/2018	33
Delta	00012000200	592270	1/15/2019	14.5
Delta	00012000200	592270	1/15/2019	10
Delta	00012000200	592288	9/30/2018	1
Delta	00012000200	592838	9/30/2018	23
Delta	00012000200	592838	10/15/2018	14
Delta	00012000200	592838	10/31/2018	12
Delta	00012000200	592838	11/15/2018	24
Delta	00012000200	592838	12/31/2018	19
Delta	00012000200	592838	1/15/2019	24
Delta	00012000200	595823	10/15/2018	5
Delta	00012000200	595823	1/15/2019	7
Delta	00012000200	595823	10/31/2018	1
Delta	00012000200	595823	10/31/2018	11
Delta	00012000200	595823	10/31/2018	25
Delta	00012000200	595823	11/15/2018	2
Delta	00012000200	595823	11/15/2018	3
Delta	00012000200	595823	11/15/2018	4.5
Delta	00012000200	595823	11/15/2018	26.5
Delta	00012000200	595823	11/30/2018	5
Delta	00012000200	595823	11/30/2018	6
Delta	00012000200	595823	11/30/2018	7.5
Delta	00012000200	595823	12/15/2018	2
Delta	00012000200	595823	12/15/2018	17.5
Delta	00012000200	595823	12/31/2018	10.5
Delta	00012000200	595823	10/15/2018	8
Delta	00012000200	599683	11/30/2018	2
Delta	00012000200	599683	12/15/2018	16
Delta	00012000200	599683	1/15/2019	12
Delta	00012000200	599683	10/31/2018	2
Delta	00012000200	599683	10/31/2018	10
Delta	00012000200	599683	11/15/2018	2
Delta	00012000200	599683	11/15/2018	2
Delta	00012000200	599683	11/15/2018	11
Delta	00012000200	599683	11/30/2018	2
Delta	00012000200	599961	9/30/2018	2
Delta	00012000200	599961	1/15/2019	12
Delta	00012000200	599961	10/15/2018	5
Delta	00012000200	599961	10/15/2018	11
Delta	00012000200	599961	10/31/2018	2
Delta	00012000200	599961	10/31/2018	7
Delta	00012000200	599961	10/31/2018	7
Delta	00012000200	599961	11/15/2018	4
Delta	00012000200	599961	11/15/2018	4
Delta	00012000200	599961	11/15/2018	6
Delta	00012000200	599961	11/30/2018	3
Delta	00012000200	599961	11/30/2018	4
Delta	00012000200	599961	12/15/2018	-7
Delta	00012000200	599961	12/15/2018	7
Delta	00012000200	599961	12/15/2018	-7
Delta	00012000200	599961	12/15/2018	7
Delta	00012000200	599961	12/15/2018	-2
Delta	00012000200	599961	12/15/2018	2
Delta	00012000200	599961	12/15/2018	3
Delta	00012000200	599961	12/15/2018	-14
Delta	00012000200	599961	12/15/2018	14
Delta	00012000200	599961	12/15/2018	-2
Delta	00012000200	599961	12/15/2018	2
Delta	00012000200	599961	12/15/2018	-11
Delta	00012000200	599961	12/15/2018	11
Delta	00012000200	599961	12/15/2018	-5
Delta	00012000200	599961	12/15/2018	5
Delta	00012000200	599961	12/15/2018	-6
Delta	00012000200	599961	12/15/2018	6
Delta	00012000200	599961	12/15/2018	-4
Delta	00012000200	599961	12/15/2018	4
Delta	00012000200	599961	12/15/2018	-4
Delta	00012000200	599961	12/15/2018	4
Delta	00012000200	599961	12/15/2018	-4
Delta	00012000200	599961	12/15/2018	4
Delta	00012000200	599961	12/15/2018	-3
Delta	00012000200	599961	12/15/2018	5
Delta	00012000200	599961	12/15/2018	5
Delta	00012000200	599961	12/31/2018	2
Delta	00012000200	599961	12/31/2018	11
Delta	00012000200	599961	1/15/2019	3
Delta	00012000200	599961	9/30/2018	14
Delta	00012000200	600219	12/15/2018	11
Delta	00012000200	600219	1/15/2019	19.25
Delta	00012000200	600219	12/31/2018	7
Delta	00012000200	600219	1/15/2019	1.25
Delta	00012000200	600219	11/30/2018	18.5
Delta	00012000200	600219	11/30/2018	1.75
Delta	00012000200	600219	11/30/2018	1
Delta	00012000200	600219	11/15/2018	9.75
Delta	00012000200	600219	11/15/2018	4.75
Delta	00012000200	600219	11/15/2018	3
Delta	00012000200	600219	11/15/2018	1.25
Delta	00012000200	600219	10/31/2018	25.75
Delta	00012000200	600219	10/31/2018	1
Delta	00012000200	600219	10/31/2018	-1
Delta	00012000200	600219	10/15/2018	17
Delta	00012000200	600219	9/30/2018	1
Delta	00012000200	600734	12/31/2018	11
Delta	00012000200	600734	10/31/2018	21
Delta	00012000200	600734	1/15/2019	50
Delta	00012000200	600734	1/15/2019	21
Delta	00012000200	600734	12/31/2018	17.25
Delta	00012000200	600734	11/15/2018	2
Delta	00012000200	600734	12/15/2018	37
Delta	00012000200	600734	12/15/2018	4
Delta	00012000200	600734	11/30/2018	46.5
Delta	00012000200	600734	11/15/2018	19.5
Delta	00012000200	600958	12/31/2018	20
Delta	00012000200	601402	1/15/2019	4
Delta	00012000200	601584	12/31/2018	16
Delta	00012000200	601584	12/15/2018	79
Delta	00012000200	601926	1/15/2019	11.25
Delta	00012000200	601926	1/15/2019	4.25
Delta	00012000200	523279	11/15/2018	5
Delta	00012000200	523279	12/31/2018	4.5
Delta	00012000200	523279	11/30/2018	2
Delta	00012000200	523279	11/30/2018	0.5
Delta	00012000500	598598	12/31/2018	15
Delta	00012000500	599600	11/15/2018	6
Delta	00012000500	599600	11/30/2018	5
Delta	00012000500	599600	11/30/2018	24
Delta	00012000500	599600	12/15/2018	4
Delta	00012000500	599600	12/31/2018	5.25
Delta	00012000500	599600	12/31/2018	9
Delta	00012000500	599600	1/15/2019	7.5
Delta	00012000500	599600	1/15/2019	11.25
Delta	00012000500	599600	10/31/2018	14
Delta	00012000500	599600	12/15/2018	15
Delta	00012000500	573861	12/15/2018	6
Delta	00012000500	573861	12/31/2018	4
Delta	00012000500	573861	1/15/2019	1
Delta	00012000500	573861	1/15/2019	2
Delta	00012000500	573861	12/31/2018	6
Delta	00012000500	591080	1/15/2019	33
Delta	00012000500	591080	12/15/2018	68
Delta	00012000500	591080	11/30/2018	30
Delta	00012000500	591080	10/31/2018	15
Delta	00012000500	591080	10/31/2018	41
Delta	00012000500	591080	11/15/2018	47
Delta	00012000500	591080	10/31/2018	76
Delta	00012000500	591080	10/31/2018	-76
Delta	00012000500	591080	10/15/2018	48
Delta	00012000500	591080	9/30/2018	76
Delta	00012000500	592541	10/31/2018	16
Delta	00012000500	592541	1/15/2019	20.5
Delta	00012000500	592541	12/31/2018	8
Delta	00012000500	592541	12/15/2018	29
Delta	00012000500	592541	11/30/2018	19
Delta	00012000500	592541	11/30/2018	5
Delta	00012000500	592541	11/30/2018	4
Delta	00012000500	592541	11/15/2018	5
Delta	00012000500	592541	11/15/2018	3
Delta	00012000500	600465	10/31/2018	26
Delta	00012000500	600465	10/15/2018	8
Delta	00012000500	600465	11/30/2018	10
Delta	00012000500	600465	12/31/2018	20
Delta	00012000500	600465	12/31/2018	20
Delta	00012000500	600465	1/15/2019	20
Delta	00012000500	600465	11/15/2018	16
Delta	00012000500	600465	10/31/2018	20
Delta	00012000500	601177	12/31/2018	78
Delta	00012000500	601177	12/15/2018	80
Delta	00012000500	601177	11/30/2018	48
Delta	00012000500	555422	1/15/2019	11.5
Delta	00012000500	568490	12/31/2018	5
Delta	00012000500	568490	12/15/2018	3.5
Delta	00012000500	568490	1/15/2019	5
Delta	00012000500	585923	10/31/2018	15.5
Delta	00012000500	585923	1/15/2019	7.5
Delta	00012000500	585923	1/15/2019	2.25
Delta	00012000500	585923	12/31/2018	18
Delta	00012000500	585923	12/15/2018	25
Delta	00012000500	585923	11/30/2018	43.75
Delta	00012000500	585923	11/15/2018	33
Delta	00012000500	585923	10/31/2018	49.75
Delta	00012000500	585923	10/15/2018	12
Delta	00012000500	585923	9/30/2018	12
Delta	00012000500	588475	9/15/2018	10
Delta	00012000500	588475	10/31/2018	-12
Delta	00012000500	588475	9/30/2018	12
Delta	00012000500	588475	10/31/2018	12
Delta	00012000500	588475	10/31/2018	16
Delta	00012000500	588475	12/15/2018	10
Delta	00012000500	588475	11/30/2018	32
Delta	00012000500	588475	11/30/2018	8
Delta	00012000500	588475	12/15/2018	30
Delta	00012000500	589087	9/15/2018	18.5
Delta	00012000500	589087	9/30/2018	31.25
Delta	00012000500	589087	10/15/2018	7.25
Delta	00012000500	589087	10/31/2018	-31.25
Delta	00012000500	589087	10/31/2018	31.25
Delta	00012000500	589087	10/31/2018	32.75
Delta	00012000500	589087	11/15/2018	14.75
Delta	00012000500	589087	11/30/2018	17.25
Delta	00012000500	589087	12/15/2018	35
Delta	00012000500	589087	12/31/2018	21
Delta	00012000500	589087	1/15/2019	37
Delta	00012000500	590506	11/30/2018	42.75
Delta	00012000500	590506	11/15/2018	37.25
Delta	00012000500	590506	10/31/2018	50.75
Delta	00012000500	590506	10/31/2018	-42.75
Delta	00012000500	590506	12/31/2018	9.5
Delta	00012000500	590506	10/15/2018	31
Delta	00012000500	590506	9/30/2018	42.75
Delta	00012000500	590506	12/15/2018	38.75
Delta	00012000500	590506	10/31/2018	42.75
Delta	00012000500	592270	10/15/2018	7
Delta	00012000500	592270	10/31/2018	2
Delta	00012000500	592270	10/31/2018	6.25
Delta	00012000500	592270	11/15/2018	3
Delta	00012000500	592270	11/15/2018	7.5
Delta	00012000500	592270	11/15/2018	10.25
Delta	00012000500	592270	10/15/2018	5
Delta	00012000500	592270	9/30/2018	12.75
Delta	00012000500	592270	9/15/2018	8
Delta	00012000500	592270	12/31/2018	7
Delta	00012000500	592270	12/31/2018	6
Delta	00012000500	592270	12/31/2018	3
Delta	00012000500	592270	12/15/2018	11.25
Delta	00012000500	592270	12/15/2018	4
Delta	00012000500	592270	11/30/2018	2
Delta	00012000500	592270	11/30/2018	8
Delta	00012000500	600731	12/31/2018	80
Delta	00012000500	601885	12/31/2018	15
Delta	00012000500	559820	12/15/2018	3.25
Delta	00012000500	559820	10/31/2018	5.75
Delta	00012000500	559820	12/15/2018	1
Delta	00012000500	559820	11/30/2018	6.5
Delta	00012000500	559820	11/30/2018	6
Delta	00012000500	559820	11/30/2018	3.5
Delta	00012000500	559820	11/15/2018	9.5
Delta	00012000500	559820	10/31/2018	44.25
Delta	00012000500	559820	1/15/2019	1.25
Delta	00012000500	559820	12/31/2018	0.25
Delta	00012000500	559820	9/30/2018	4
Delta	00012000500	559820	10/15/2018	2.25
Delta	00012000500	559820	10/31/2018	4
Delta	00012000500	559820	10/31/2018	-4
Delta	00012000500	559820	12/31/2018	1
Delta	00012000500	559820	10/31/2018	1
Delta	00012000500	559820	10/31/2018	3.25
Delta	00012000500	559820	12/15/2018	2.5
Delta	00012000500	582339	1/15/2019	2.5
Delta	00012000500	582339	11/30/2018	1
Delta	00012000500	582339	11/30/2018	1.5
Delta	00012000500	582339	11/30/2018	4.25
Delta	00012000500	582339	12/15/2018	0.5
Delta	00012000500	582339	12/31/2018	6.25
Delta	00012000500	582339	9/30/2018	4
Delta	00012000500	582339	11/15/2018	1.25
Delta	00012000500	582339	1/15/2019	1
Delta	00012000500	590506	1/15/2019	32.5
Delta	00012000500	592270	1/15/2019	7.25
Delta	00012000500	592270	1/15/2019	2
Delta	00012000500	592288	12/15/2018	0.5
Delta	00012000500	592288	11/30/2018	2
Delta	00012000500	592838	12/31/2018	2
Delta	00012000500	592838	11/30/2018	24
Delta	00012000500	592838	10/31/2018	14
Delta	00012000500	592838	9/30/2018	8
Delta	00012000500	592838	1/15/2019	24
Delta	00012000500	600939	11/15/2018	1.5
Delta	00012000500	600939	11/30/2018	68
Delta	00012000500	602338	1/15/2019	16
Delta	00013005300	591495	12/31/2018	51
Delta	00013005300	591495	12/31/2018	17
Delta	00013005300	591495	12/15/2018	56
Delta	00013005300	591495	12/15/2018	24
Delta	00013005300	591495	11/30/2018	42
Delta	00013005300	591495	1/15/2019	38
Delta	00013005300	591495	11/30/2018	8
Delta	00013005300	591495	11/15/2018	21
Delta	00013005300	591495	11/15/2018	3
Delta	00013005300	591495	1/15/2019	26
Delta	00013005300	591495	11/30/2018	30
Delta	00013005300	593827	12/31/2018	1
Delta	00013005300	593827	12/15/2018	74
Delta	00013005300	593827	12/15/2018	4.5
Delta	00013005300	593827	12/15/2018	1.5
Delta	00013005300	593827	11/30/2018	16
Delta	00013005300	593827	12/31/2018	4.5
Delta	00013005300	593827	12/31/2018	33.5
Delta	00013005300	593827	10/15/2018	39.5
Delta	00013005300	593827	10/31/2018	-2
Delta	00013005300	593827	10/31/2018	2
Delta	00013005300	593827	10/31/2018	96
Delta	00013005300	593827	11/15/2018	4
Delta	00013005300	593827	11/15/2018	76
Delta	00013005300	593827	11/30/2018	0.5
Delta	00013005300	593827	9/30/2018	2
Delta	00013005300	593827	11/30/2018	2.5
Delta	00013005300	593827	11/30/2018	1
Delta	00013005300	598598	12/31/2018	25
Delta	00013005300	598598	11/30/2018	20
Delta	00013005300	599640	12/15/2018	64
Delta	00013005300	599640	12/15/2018	12
Delta	00013005300	599640	1/15/2019	4
Delta	00013005300	599640	11/30/2018	8
Delta	00013005300	599640	11/15/2018	74
Delta	00013005300	599640	10/31/2018	76
Delta	00013005300	599640	10/15/2018	50
Delta	00013005300	599640	10/15/2018	8
Delta	00013005300	599640	1/15/2019	20
Delta	00013005300	599640	11/30/2018	53
Delta	00013005300	599640	12/31/2018	32
Delta	00013005300	599640	12/31/2018	10
Delta	00013005300	599640	12/31/2018	8
Delta	00013005300	600258	11/30/2018	16
Delta	00013005300	600258	11/15/2018	79
Delta	00013005300	600258	10/31/2018	96
Delta	00013005300	600258	11/30/2018	58
Delta	00013005300	600258	12/15/2018	79.5
Delta	00013005300	600258	12/31/2018	8
Delta	00013005300	600258	12/31/2018	39.5
Delta	00013005300	546724	11/30/2018	28.25
Delta	00013005300	546724	11/30/2018	5.75
Delta	00013005300	546724	10/31/2018	8.25
Delta	00013005300	546724	10/31/2018	12
Delta	00013005300	546724	9/30/2018	17
Delta	00013005300	546724	12/15/2018	8.5
Delta	00013005300	546724	9/30/2018	7
Delta	00013005300	546724	12/15/2018	31.25
Delta	00013005300	574806	1/15/2019	11
Delta	00013005300	574806	1/15/2019	2
Delta	00013005300	577754	8/15/2018	13
Delta	00013005300	578727	12/15/2018	80
Delta	00013005300	578727	11/30/2018	80
Delta	00013005300	578727	11/15/2018	71
Delta	00013005300	578727	11/15/2018	6
Delta	00013005300	578727	11/15/2018	3
Delta	00013005300	578727	12/31/2018	48
Delta	00013005300	578727	1/15/2019	55
Delta	00013005300	582772	12/15/2018	78.5
Delta	00013005300	582772	12/31/2018	80.5
Delta	00013005300	582772	11/15/2018	50
Delta	00013005300	582772	11/30/2018	78
Delta	00013005300	587199	12/15/2018	2.5
Delta	00013005300	587199	12/15/2018	2
Delta	00013005300	587199	12/31/2018	1
Delta	00013005300	589670	12/31/2018	6
Delta	00013005300	589670	12/15/2018	10
Delta	00013005300	592541	11/30/2018	4
Delta	00013005300	592541	11/30/2018	36
Delta	00013005300	592541	12/15/2018	10.5
Delta	00013005300	592541	10/31/2018	13
Delta	00013005300	592541	1/15/2019	2
Delta	00013005300	592541	12/31/2018	4
Delta	00013005300	592981	1/15/2019	18
Delta	00013005300	592981	12/31/2018	2
Delta	00013005300	592981	12/31/2018	1
Delta	00013005300	592981	12/15/2018	7
Delta	00013005300	593827	1/15/2019	6.5
Delta	00013005300	593827	1/15/2019	24.5
Delta	00013005300	595674	1/15/2019	32
Delta	00013005300	595674	12/15/2018	44
Delta	00013005300	595674	12/31/2018	64
Delta	00013005300	599967	12/31/2018	3
Delta	00013005300	599967	10/15/2018	1
Delta	00013005300	599967	12/31/2018	0.5
Delta	00013005300	599967	12/15/2018	4.5
Delta	00013005300	599967	12/15/2018	1
Delta	00013005300	599967	11/30/2018	9
Delta	00013005300	599967	9/15/2018	1.5
Delta	00013005300	599967	9/30/2018	0.5
Delta	00013005300	599967	10/15/2018	1.5
Delta	00013005300	599967	10/31/2018	-0.5
Delta	00013005300	599967	10/31/2018	0.5
Delta	00013005300	599967	10/31/2018	4
Delta	00013005300	599967	10/31/2018	5
Delta	00013005300	599967	11/15/2018	1
Delta	00013005300	599967	11/15/2018	2
Delta	00013005300	599967	11/30/2018	5
Delta	00013005300	600091	12/15/2018	2
Delta	00013005300	600091	12/15/2018	16.5
Delta	00013005300	600091	12/15/2018	1.5
Delta	00013005300	600363	12/15/2018	25.75
Delta	00013005300	600363	12/31/2018	9
Delta	00013005300	513135	11/30/2018	9
Delta	00013005300	513135	11/30/2018	63
Delta	00013005300	513135	1/15/2019	6
Delta	00013005300	513135	12/15/2018	68
Delta	00013005300	513135	12/31/2018	48.5
Delta	00013005300	513135	12/15/2018	2.5
Delta	00013005300	528359	9/30/2018	40
Delta	00013005300	528359	10/15/2018	77
Delta	00013005300	528359	10/31/2018	94
Delta	00013005300	528359	1/15/2019	40
Delta	00013005300	528359	11/30/2018	80
Delta	00013005300	528359	12/15/2018	80
Delta	00013005300	528359	12/31/2018	40
Delta	00013005300	528359	11/15/2018	72
Delta	00013005300	536508	11/15/2018	11
Delta	00013005300	536508	11/30/2018	33
Delta	00013005300	536508	1/15/2019	20
Delta	00013005300	536508	12/31/2018	27.5
Delta	00013005300	536508	12/15/2018	63
Delta	00013005300	544818	9/15/2018	2
Delta	00013005300	544818	9/30/2018	22
Delta	00013005300	544818	10/15/2018	11
Delta	00013005300	544818	10/31/2018	9
Delta	00013005300	544818	11/15/2018	12
Delta	00013005300	544818	11/30/2018	22
Delta	00013005300	544818	1/15/2019	2
Delta	00013005300	544818	11/30/2018	11
Delta	00013005300	544818	11/30/2018	-11
Delta	00013005300	544818	11/30/2018	10
Delta	00013005300	544818	12/15/2018	11
Delta	00013005300	544818	12/31/2018	5.5
Delta	00013005300	544818	11/30/2018	-22
Delta	00013005300	555422	12/15/2018	0.5
Delta	00013005300	555422	12/31/2018	10
Delta	00013005300	555422	12/31/2018	0.5
Delta	00013005300	555422	12/15/2018	2.25
Delta	00013005300	563360	1/15/2019	62
Delta	00013005300	563360	12/31/2018	64
Delta	00013005300	563360	12/15/2018	80
Delta	00013005300	563360	11/30/2018	72
Delta	00013005300	563360	10/31/2018	28
Delta	00013005300	563360	11/15/2018	72
Delta	00013005300	566041	11/30/2018	7.5
Delta	00013005300	566041	12/15/2018	18.75
Delta	00013005300	566041	11/15/2018	25
Delta	00013005300	566041	10/31/2018	20.5
Delta	00013005300	566041	9/30/2018	24
Delta	00013005300	568490	11/30/2018	1
Delta	00013005300	568490	12/15/2018	5
Delta	00013005300	568490	12/31/2018	1
Delta	00013005300	568490	1/15/2019	4
Delta	00013005300	570148	12/15/2018	3.25
Delta	00013005300	570148	12/15/2018	3
Delta	00013005300	570148	12/31/2018	3
Delta	00013005300	570148	11/30/2018	19
Delta	00013005300	570148	11/30/2018	4.5
Delta	00013005300	570148	11/15/2018	6
Delta	00013005300	570148	11/15/2018	3
Delta	00013005300	570148	10/31/2018	6
Delta	00013005300	570148	10/31/2018	4.5
Delta	00013005300	570148	10/15/2018	6
Delta	00013005300	570148	10/15/2018	0.5
Delta	00013005300	570148	10/15/2018	0.5
Delta	00013005300	570148	9/30/2018	3.75
Delta	00013005300	570148	9/15/2018	1
Delta	00013005300	576513	12/31/2018	6
Delta	00013005300	576513	12/31/2018	2
Delta	00013005300	576513	12/31/2018	2
Delta	00013005300	576513	11/30/2018	8
Delta	00013005300	576513	12/15/2018	9
Delta	00013005300	576513	1/15/2019	2
Delta	00013005300	577754	10/15/2018	80
Delta	00013005300	577754	9/30/2018	75
Delta	00013005300	577754	9/15/2018	79.5
Delta	00013005300	577754	10/31/2018	80
Delta	00013005300	577754	11/15/2018	84
Delta	00013005300	577754	11/30/2018	67
Delta	00013005300	577754	12/15/2018	80
Delta	00013005300	577754	8/31/2018	27
Delta	00013005300	577754	1/15/2019	42.5
Delta	00013005300	577754	12/31/2018	40.5
Delta	00013005300	580015	10/31/2018	17
Delta	00013005300	580015	11/15/2018	2
Delta	00013005300	580015	12/15/2018	9.5
Delta	00013005300	580015	12/15/2018	20
Delta	00013005300	580015	12/31/2018	3
Delta	00013005300	580015	12/31/2018	4.5
Delta	00013005300	580015	11/30/2018	1
Delta	00013005300	580015	11/15/2018	15
Delta	00013005300	580015	11/30/2018	10
Delta	00013005300	583665	12/31/2018	8
Delta	00013005300	583665	12/31/2018	40
Delta	00013005300	583665	12/15/2018	52
Delta	00013005300	583665	11/15/2018	24
Delta	00013005300	583665	11/15/2018	56
Delta	00013005300	583665	11/30/2018	32
Delta	00013005300	583665	11/30/2018	48
Delta	00013005300	583665	12/15/2018	28
Delta	00013005300	584875	1/15/2019	30
Delta	00013005300	584875	1/15/2019	2
Delta	00013005300	584875	12/31/2018	31
Delta	00013005300	584875	12/31/2018	7
Delta	00013005300	584875	12/15/2018	27
Delta	00013005300	584875	12/15/2018	17
Delta	00013005300	584875	12/15/2018	2
Delta	00013005300	584875	12/15/2018	2
Delta	00013005300	584875	11/30/2018	14
Delta	00013005300	584875	11/30/2018	10
Delta	00013005300	584875	11/15/2018	21
Delta	00013005300	584875	11/15/2018	12
Delta	00013005300	584875	10/31/2018	29
Delta	00013005300	584875	10/31/2018	12
Delta	00013005300	584875	10/15/2018	10
Delta	00013005300	584875	10/15/2018	1
Delta	00013005300	584875	9/30/2018	2
Delta	00013005300	584875	9/15/2018	20
Delta	00013005300	584875	12/15/2018	23
Delta	00013005300	585672	12/15/2018	5
Delta	00013005300	585672	12/15/2018	2
Delta	00013005300	585672	11/30/2018	4
Delta	00013005300	585672	11/30/2018	3
Delta	00013005300	585672	12/31/2018	2.5
Delta	00013005300	585672	10/31/2018	39
Delta	00013005300	585672	10/31/2018	-39
Delta	00013005300	585672	9/30/2018	39
Delta	00013005300	585672	11/15/2018	3
Delta	00013005300	585921	1/15/2019	18
Delta	00013005300	585921	12/31/2018	23
Delta	00013005300	585921	12/15/2018	17
Delta	00013005300	585921	11/30/2018	22
Delta	00013005300	585921	11/15/2018	18
Delta	00013005300	585921	10/31/2018	24
Delta	00013005300	585921	9/15/2018	4
Delta	00013005300	585921	9/30/2018	18
Delta	00013005300	585921	10/15/2018	15
Delta	00013005300	585921	10/31/2018	18
Delta	00013005300	585921	10/31/2018	-18
Delta	00013005300	586194	10/31/2018	74
Delta	00013005300	586194	11/15/2018	68
Delta	00013005300	586194	11/30/2018	50
Delta	00013005300	586194	12/15/2018	60
Delta	00013005300	586194	12/31/2018	28
Delta	00013005300	586194	1/15/2019	13
Delta	00013005300	586194	9/15/2018	25
Delta	00013005300	586194	9/30/2018	30
Delta	00013005300	586194	10/15/2018	-17
Delta	00013005300	586194	10/15/2018	8
Delta	00013005300	586194	10/15/2018	46
Delta	00013005300	586888	11/15/2018	48
Delta	00013005300	586888	11/30/2018	72
Delta	00013005300	586888	1/15/2019	64
Delta	00013005300	586888	12/31/2018	48
Delta	00013005300	586888	12/15/2018	80
Delta	00013005300	586932	11/30/2018	41
Delta	00013005300	586932	12/15/2018	16.5
Delta	00013005300	586932	12/15/2018	30.5
Delta	00013005300	586932	12/31/2018	12.5
Delta	00013005300	586932	12/31/2018	16.5
Delta	00013005300	586932	1/15/2019	8.5
Delta	00013005300	586932	1/15/2019	13.5
Delta	00013005300	586932	9/30/2018	5.5
Delta	00013005300	586932	9/30/2018	24.5
Delta	00013005300	586932	10/15/2018	15
Delta	00013005300	586932	10/15/2018	30.5
Delta	00013005300	586932	10/31/2018	7
Delta	00013005300	586932	10/31/2018	26
Delta	00013005300	586932	10/31/2018	32
Delta	00013005300	586932	11/15/2018	25
Delta	00013005300	586932	11/15/2018	37
Delta	00013005300	586932	11/30/2018	9
Delta	00013005300	588475	9/30/2018	14
Delta	00013005300	588475	10/31/2018	10
Delta	00013005300	588475	10/31/2018	-10
Delta	00013005300	588475	10/31/2018	14
Delta	00013005300	588475	10/31/2018	-14
Delta	00013005300	588475	9/30/2018	10
Delta	00013005300	588657	1/15/2019	14
Delta	00013005300	589087	10/31/2018	3.25
Delta	00013005300	589087	10/31/2018	-3.25
Delta	00013005300	589087	10/31/2018	7.25
Delta	00013005300	589087	11/15/2018	2.75
Delta	00013005300	589087	11/30/2018	4.75
Delta	00013005300	589087	10/15/2018	7.75
Delta	00013005300	589087	9/30/2018	3.25
Delta	00013005300	589087	9/15/2018	3
Delta	00013005300	590000	9/30/2018	14
Delta	00013005300	590000	9/30/2018	18
Delta	00013005300	590000	9/15/2018	3
Delta	00013005300	590000	9/15/2018	1
Delta	00013005300	590000	1/15/2019	16
Delta	00013005300	590000	1/15/2019	10
Delta	00013005300	590000	12/31/2018	26
Delta	00013005300	590000	12/31/2018	4
Delta	00013005300	590000	12/15/2018	51.5
Delta	00013005300	590000	12/15/2018	25.5
Delta	00013005300	590000	11/30/2018	33
Delta	00013005300	590000	11/30/2018	23
Delta	00013005300	590000	11/15/2018	40
Delta	00013005300	590000	11/15/2018	40
Delta	00013005300	590000	10/31/2018	61
Delta	00013005300	590000	10/31/2018	30
Delta	00013005300	590000	10/15/2018	34
Delta	00013005300	590000	10/15/2018	41
Delta	00013005300	590146	11/30/2018	9
Delta	00013005300	590146	12/15/2018	10
Delta	00013005300	590146	12/31/2018	6
Delta	00013005300	590146	9/15/2018	11
Delta	00013005300	590146	9/30/2018	3
Delta	00013005300	590146	9/30/2018	10
Delta	00013005300	590146	10/15/2018	4
Delta	00013005300	590146	10/15/2018	6
Delta	00013005300	590146	10/31/2018	-10
Delta	00013005300	590146	10/31/2018	10
Delta	00013005300	590146	10/31/2018	-3
Delta	00013005300	590146	10/31/2018	3
Delta	00013005300	590146	10/31/2018	3
Delta	00013005300	590146	10/31/2018	11
Delta	00013005300	590146	11/15/2018	10
Delta	00013005300	592270	10/15/2018	6
Delta	00013005300	592270	10/15/2018	3
Delta	00013005300	592270	10/31/2018	6.25
Delta	00013005300	592270	11/15/2018	3
Delta	00013005300	592270	11/30/2018	8.5
Delta	00013005300	592270	10/31/2018	6
Delta	00013005300	592270	9/30/2018	2
Delta	00013005300	592270	12/31/2018	6
Delta	00013005300	592270	12/31/2018	4
Delta	00013005300	592270	12/15/2018	6
Delta	00013005300	592270	12/15/2018	3.5
Delta	00013005300	599804	12/31/2018	16
Delta	00013005300	599804	1/15/2019	8
Delta	00013005300	599804	12/15/2018	72.5
Delta	00013005300	599804	11/30/2018	79
Delta	00013005300	599804	11/15/2018	80
Delta	00013005300	599804	10/31/2018	94.5
Delta	00013005300	599804	10/15/2018	78
Delta	00013005300	599804	9/30/2018	40
Delta	00013005300	600367	12/31/2018	37.5
Delta	00013005300	600367	12/15/2018	54.5
Delta	00013005300	600367	12/15/2018	36
Delta	00013005300	600367	11/30/2018	71
Delta	00013005300	600367	11/15/2018	80
Delta	00013005300	600367	10/15/2018	78
Delta	00013005300	600367	10/31/2018	64
Delta	00013005300	600367	10/31/2018	-64
Delta	00013005300	600367	1/15/2019	24
Delta	00013005300	600367	9/30/2018	64
Delta	00013005300	600367	10/31/2018	69
Delta	00013005300	600451	12/31/2018	21
Delta	00013005300	600451	12/31/2018	5
Delta	00013005300	600451	12/15/2018	74
Delta	00013005300	600451	12/15/2018	2.5
Delta	00013005300	600451	11/30/2018	78
Delta	00013005300	600451	11/15/2018	82
